"logFC","AveExpr","t","P.Value","adj.P.Val","B","Probe","Entrez","Gene"
0.845367189253918,6.54297113544898,6.48804315184007,3.4120017626426e-09,7.21370488363001e-07,10.7608342382264,"2767_at","2767","GNA11"
-1.26291267217346,1.3152888917551,-6.47925149672552,3.55468319921716e-09,7.45157656783862e-07,10.7217315765964,"101928591_at","101928591","LINC02745"
0.663956779101361,5.933438294,6.47756206971289,3.58276881340064e-09,7.45157656783862e-07,10.7142198541146,"54815_at","54815","GATAD2A"
0.588681843638455,6.22652150871429,6.47155207150133,3.68446970692916e-09,7.60129871311788e-07,10.6875036607224,"8943_at","8943","AP3D1"
0.742241156335426,7.22335452766327,6.4647890354717,3.80232650013767e-09,7.78168932212176e-07,10.6574514891475,"7016_at","7016","TESK1"
0.629418609189134,6.12761596408163,6.45771264093146,3.92963132548892e-09,7.9783990927506e-07,10.6260199495224,"27183_at","27183","VPS4A"
-1.1420286141139,4.77265891423469,-6.44746301273398,4.12152146257943e-09,8.30210724848087e-07,10.5805174984664,"7743_at","7743","ZNF189"
-0.767798856338561,4.6574757894898,-6.4326883826021,4.41451671555506e-09,8.82282551697886e-07,10.5149763920641,"55422_at","55422","ZNF331"
0.998398743891327,10.1075781773061,6.42006032603873,4.68118066283085e-09,9.28325300128208e-07,10.4590044293156,"79144_at","79144","PPDPF"
-1.20123102205538,1.43702115362245,-6.40201310494239,5.09010110953587e-09,1.00165358910882e-06,10.3790882361511,"100616166_at","100616166","MIR4796"
-1.26992886180564,2.43173914461224,-6.37953443959523,5.64904019991861e-09,1.10039368603353e-06,10.2796738843937,"1300_at","1300","COL10A1"
0.786870702224661,4.98913999309184,6.37843436109953,5.67789721508974e-09,1.10039368603353e-06,10.2748122488835,"26262_at","26262","TSPAN17"
-2.31642794690178,5.75160485117347,-6.37677754991385,5.7216331796207e-09,1.10053248121095e-06,10.2674908479603,"677845_at","677845","SNORA79"
-1.76333642918809,8.3530582990102,-6.3674778063272,5.97336867195319e-09,1.14037848780527e-06,10.2264096946798,"619383_at","619383","SCARNA9"
-1.75969945449217,3.38315626639796,-6.33950397491084,6.79837260933472e-09,1.28826643031112e-06,10.1029822583284,"692088_at","692088","SNORD50B"
0.580180310844308,8.3057590795102,6.33678621208888,6.88428118825397e-09,1.29495353939642e-06,10.0910025311349,"10945_at","10945","KDELR1"
1.17986368470429,6.37743027208163,6.32944643046108,7.12168269567981e-09,1.32983128993344e-06,10.058659657897,"54978_at","54978","SLC35F6"
-0.936050184748176,6.12315437963265,-6.32641706437328,7.22200526800967e-09,1.33879230990017e-06,10.0453151472497,"9988_at","9988","DMTF1"
-1.25775856398015,1.75546564741837,-6.31368613661448,7.65908009385129e-09,1.39960100724197e-06,9.9892632390584,"9302_at","9302","SNORD26"
0.80916462029572,4.55395783278571,6.31367556800758,7.65945356164004e-09,1.39960100724197e-06,9.9892167265983,"29888_at","29888","STRN4"
-1.29581344970951,5.886160176,-6.28782901042589,8.6287060728708e-09,1.56042663388041e-06,9.87556154365104,"151613_at","151613","TTC14"
0.57601141301045,3.36601204664286,6.28700344567744,8.66158165940967e-09,1.56042663388041e-06,9.87193444475194,"8321_at","8321","FZD1"
-1.66279614065413,7.49274365857143,-6.27725934079723,9.05907340903945e-09,1.61708893176693e-06,9.829138813171,"2289_at","2289","FKBP5"
-0.960680353779518,5.50128679068367,-6.27621984610345,9.10252545439909e-09,1.61708893176693e-06,9.82457502326406,"55608_at","55608","ANKRD10"
0.765235258524558,8.44508643265306,6.26882764049646,9.41751449132888e-09,1.66005228419913e-06,9.79212936799261,"10960_at","10960","LMAN2"
-0.64117106918182,1.89751122223469,-6.26752449136717,9.47414719306831e-09,1.66005228419913e-06,9.78641126741047,"161436_at","161436","EML5"
0.825715126284222,7.53738974291837,6.26547824736629,9.56375222127829e-09,1.6643531246581e-06,9.77743352951454,"5566_at","5566","PRKACA"
0.796976164067921,9.10058080176531,6.2600006147923,9.80775279339928e-09,1.69528332405906e-06,9.75340683411662,"1509_at","1509","CTSD"
0.56967145206792,8.30688523296939,6.243368388441,1.05868882554907e-08,1.81767634464405e-06,9.6805061044634,"5518_at","5518","PPP2R1A"
-1.19700518691745,5.76093838332653,-6.22693579989281,1.1416543458508e-08,1.94705343170368e-06,9.60856014422504,"55082_at","55082","ARGLU1"
0.839715882892375,8.77108620193878,6.22519016700167,1.15083589840972e-08,1.94971416908062e-06,9.60092200859345,"527_at","527","ATP6V0C"
-0.661598070897599,6.17693484796939,-6.22306435329964,1.16211548222594e-08,1.95587093857263e-06,9.59162158296366,"23473_at","23473","CAPN7"
0.666556528165099,5.84471305304082,6.21855813943743,1.18638722308349e-08,1.98367045365502e-06,9.57191134159715,"29952_at","29952","DPP7"
